Unnamed: 0,military_base_name,coordinates,longtitudes,latitudes,description,type,type_norm,tags
146,/R 333rd Radio-Technical Regiment,"30.05020804321236,59.3551593071174,0",30.05020804321236,59.3551593071174,military unit 17646-D,Garrison / Unit Base,garrison,"[""electronic""]"
147,/R 333rd Radio-Technical Regiment,"28.49409061894864,59.7279037766222,0",28.49409061894864,59.7279037766222,military unit 17646,Garrison / Unit Base,garrison,"[""electronic""]"
148,/R 333rd Radio-Technical Regiment,"33.44260037051402,59.67338074989598,0",33.44260037051402,59.67338074989598,military unit 17646-E,Garrison / Unit Base,garrison,"[""electronic""]"
149,333rd Radio-Technical Regiment HQ,"30.07588462080002,59.67504263739563,0",30.07588462080002,59.67504263739563,military unit 17646,Garrison / Unit Base,garrison,"[""electronic"", ""hq""]"
150,/R 334th Radio-Technical Regiment,"33.60499964376699,60.6965507900111,0",33.60499964376699,60.6965507900111,military unit 96848,Garrison / Unit Base,garrison,"[""electronic""]"
151,/R 334th Radio-Technical Regiment,"33.02163374688541,66.08514762606364,0",33.02163374688541,66.08514762606364,military unit 96848-B,Garrison / Unit Base,garrison,"[""electronic""]"
152,/R 334th Radio-Technical Regiment,"32.3275923343168,62.10236085392248,0",32.3275923343168,62.10236085392248,military unit 96848-I,Garrison / Unit Base,garrison,"[""electronic""]"
153,/R 334th Radio-Technical Regiment,"30.44487237091997,61.88522469988322,0",30.44487237091997,61.88522469988322,military unit 96848-М,Garrison / Unit Base,garrison,"[""electronic""]"
154,/R 334th Radio-Technical Regiment,"31.30276343367451,65.17646398879188,0",31.30276343367451,65.17646398879188,military unit 96848-V,Garrison / Unit Base,garrison,"[""electronic""]"
155,/R 334th Radio-Technical Regiment,"34.4959045169623,64.94722847520747,0",34.4959045169623,64.94722847520747,military unit 96848,Garrison / Unit Base,garrison,"[""electronic""]"
156,/R 334th Radio-Technical Regiment,"31.28089808593436,63.3923213073387,0",31.28089808593436,63.3923213073387,military unit 96848,Garrison / Unit Base,garrison,"[""electronic""]"
157,334th Radio-Technical Regiment HQ,"34.29581117216751,61.82677884001041,0",34.29581117216751,61.82677884001041,military unit 96848,Garrison / Unit Base,garrison,"[""electronic"", ""hq""]"
158,42nd Guards Anti-Aircraft Missile Regiment HQ,"32.95872448030661,58.05706895043867,0",32.95872448030661,58.05706895043867,military unit 45813,Missile Unit / Site,missile_base,"[""air_defense"", ""hq"", ""missile""]"
159,/R 42nd Guards Anti-Aircraft Missile Regiment,"32.96016945011556,58.0693496564405,0",32.96016945011556,58.0693496564405,"military unit 45813, S-300PS",Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
160,108th Anti-Aircraft Missile Regiment HQ,"39.0968407901393,51.58809291619629,0",39.0968407901393,51.58809291619629,military unit 51025,Missile Unit / Site,missile_base,"[""air_defense"", ""hq"", ""missile""]"
161,/R 108th Anti-Aircraft Missile Regiment,"39.10251539569803,51.5927076961046,0",39.10251539569803,51.5927076961046,"military unit 51025, S-300PM",Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
162,/R 108th Anti-Aircraft Missile Regiment,"39.09266975663168,51.59114083272477,0",39.09266975663168,51.59114083272477,"military unit 51025, S-300PS",Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
163,335th Radio-Technical Regiment HQ,"39.76595725130824,57.44365355772981,0",39.76595725130824,57.44365355772981,military unit 18401,Garrison / Unit Base,garrison,"[""electronic"", ""hq""]"
164,/R 335th Radio-Technical Regiment,"37.93325801888992,59.3156363033292,0",37.93325801888992,59.3156363033292,"military unit 18401, site possibly abandonded",Garrison / Unit Base,garrison,"[""electronic""]"
165,/R 335th Radio-Technical Regiment,"43.55655671033436,56.68135389848391,0",43.55655671033436,56.68135389848391,military unit 18401-A,Garrison / Unit Base,garrison,"[""electronic""]"
166,/R 335th Radio-Technical Regiment,"38.62305229611371,58.08505055770326,0",38.62305229611371,58.08505055770326,military unit 18401-E,Garrison / Unit Base,garrison,"[""electronic""]"
167,/R 335th Radio-Technical Regiment,"37.96943359600768,59.32348524557084,0",37.96943359600768,59.32348524557084,military unit 18401-G,Garrison / Unit Base,garrison,"[""electronic""]"
168,/R 335th Radio-Technical Regiment,"40.28957534890813,60.98070694622041,0",40.28957534890813,60.98070694622041,military unit 18401-K,Garrison / Unit Base,garrison,"[""electronic""]"
169,/R 335th Radio-Technical Regiment,"40.27882323702021,60.98039735201094,0",40.27882323702021,60.98039735201094,military unit 18401-K,Garrison / Unit Base,garrison,"[""electronic""]"
170,/R 335th Radio-Technical Regiment,"36.63905016920693,57.76344798071981,0",36.63905016920693,57.76344798071981,military unit 18401-I,Garrison / Unit Base,garrison,"[""electronic""]"
171,/R 335th Radio-Technical Regiment,"42.73174455108773,59.96247007921213,0",42.73174455108773,59.96247007921213,miliitary unit 18401-L,Garrison / Unit Base,garrison,"[""electronic""]"
172,/R 335th Radio-Technical Regiment,"40.05827778796655,59.1311146315637,0",40.05827778796655,59.1311146315637,military unit 18401-M,Garrison / Unit Base,garrison,"[""electronic""]"
173,/R 335th Radio-Technical Regiment,"40.07826354416516,59.12156933396034,0",40.07826354416516,59.12156933396034,military unit 18401-M,Garrison / Unit Base,garrison,"[""electronic""]"
174,/R 335th Radio-Technical Regiment,"40.24890381965438,57.58050568231947,0",40.24890381965438,57.58050568231947,military unit 18401,Garrison / Unit Base,garrison,"[""electronic""]"
175,336th Radio-Technical Regiment HQ,"36.02547380060832,52.93362314367111,0",36.02547380060832,52.93362314367111,military unit 03013,Garrison / Unit Base,garrison,"[""electronic"", ""hq""]"
176,/R 336th Radio-Technical Regiment,"35.05878585770567,52.10681603459461,0",35.05878585770567,52.10681603459461,military unit 03013-2,Garrison / Unit Base,garrison,"[""electronic""]"
177,/R 336th Radio-Technical Regiment,"34.25125514227383,53.21242481197403,0",34.25125514227383,53.21242481197403,military unit 03013-3,Garrison / Unit Base,garrison,"[""electronic""]"
178,337th Radio-Technical Regiment HQ,"34.37817996936483,56.26154398774135,0",34.37817996936483,56.26154398774135,military unit 51952,Garrison / Unit Base,garrison,"[""electronic"", ""hq""]"
179,/R 337th Radio-Technical Regiment,"34.30414445149138,56.2922245731317,0",34.30414445149138,56.2922245731317,military unit 51952,Garrison / Unit Base,garrison,"[""electronic""]"
180,/R 337th Radio-Technical Regiment,"31.81705770264671,54.82087037342187,0",31.81705770264671,54.82087037342187,military unit 51952,Garrison / Unit Base,garrison,"[""electronic""]"
181,/R 337th Radio-Technical Regiment,"35.94070317386711,56.73188211615178,0",35.94070317386711,56.73188211615178,military unit 51952-P,Garrison / Unit Base,garrison,"[""electronic""]"
182,/R 337th Radio-Technical Regiment,"32.20722346419166,56.68177931188941,0",32.20722346419166,56.68177931188941,military unit 51952,Garrison / Unit Base,garrison,"[""electronic""]"
183,/R 337th Radio-Technical Regiment,"31.32799567275415,58.00941002222892,0",31.32799567275415,58.00941002222892,military unit 51952-E,Garrison / Unit Base,garrison,"[""electronic""]"
184,/R 337th Radio-Technical Regiment,"31.33339319611076,58.03188293251209,0",31.33339319611076,58.03188293251209,military unit 51952-E,Garrison / Unit Base,garrison,"[""electronic""]"
185,2264th Radio-Technical Battalion HQ,"34.21847895570485,55.21615930711794,0",34.21847895570485,55.21615930711794,military unit 73538,Garrison / Unit Base,garrison,"[""electronic"", ""hq""]"
186,/Bt 2264th Radio-Technical Battalion,"34.18946575277963,55.23083012021407,0",34.18946575277963,55.23083012021407,military unit 73538,Garrison / Unit Base,garrison,"[""electronic""]"
187,33rd Separate Mixed Aviation Transport Regiment,"30.20449123534675,60.08965078796894,0",30.20449123534675,60.08965078796894,"military unit 49719 , (8x An-12, 12x An-26, 2x An-30, 6x An-72, 2x An-148-100E, 2x Tu-134, 2x L-410UVP-E20, 16x Mil Mi-8, 1x Mil Mi-26)",Airbase / Airfield,airbase,"[""aviation""]"
188,"Mixed Aviation Squadron 
of the 33rd Separate Mixed Aviation Transport Regiment","40.32493466036718,56.12658832412608,0",40.32493466036718,56.12658832412608,"(6x An-26, 7x Mil Mi-8MTV-5)",Airbase / Airfield,airbase,"[""aviation""]"
189,Aviation Commandant's Office of the 33rd Separate Mixed Aviation Transport Regiment,"30.1149165097168,60.70950622309194,0",30.1149165097168,60.70950622309194,,Airbase / Airfield,airbase,"[""aviation""]"
190,378th Army Aviation Base,"34.377407275915,55.15305163930616,0",34.377407275915,55.15305163930616,"military unit 41687, (Mi-24V, Mi-24P, Mi-8MT)",Airbase / Airfield,airbase,"[""aviation""]"
191,549th Army Aviation Base,"30.33674876747654,59.69220811036953,0",30.33674876747654,59.69220811036953,"milutary unit 12633 , (Mi-28N, Mi-8MT/MTV-2, Mi-8MTV-5)",Airbase / Airfield,airbase,"[""aviation""]"
192,549th Base Air Group,"28.73719680961742,60.45918409623297,0",28.73719680961742,60.45918409623297,"military unit 12633-2, (Mi-24PN, Mi-35M, Mi-8MT/MTV-2)",Garrison / Unit Base,garrison,[]
193,15th Army Aviation Brigade,"28.42963777242601,57.29793717908708,0",28.42963777242601,57.29793717908708,"military unit 44440, (16x Mil Mi-28N, 10x Mil Mi-35M, 18x Ka-52, 20x Mil Mi-8MTV-5, 6x Mi-26)",Airbase / Airfield,airbase,"[""aviation""]"
194,Separate Communications Battalion,"30.23943679754541,60.0593747180041,0",30.23943679754541,60.0593747180041,military unit 03213-2,Garrison / Unit Base,garrison,"[""electronic""]"
195,/Bt 57th Separate Radio-Technical Battalion (?),"39.29832423010312,51.57005696373218,0",39.29832423010312,51.57005696373218,military unit 68107,Garrison / Unit Base,garrison,"[""electronic""]"
196,/Bt 57th Separate Radio-Technical Battalion (?),"39.04837510934916,51.65660296385089,0",39.04837510934916,51.65660296385089,military unit 68107,Garrison / Unit Base,garrison,"[""electronic""]"
197,35th Separate Airfield Engineer Battalion,"30.06759217569127,59.56550323459111,0",30.06759217569127,59.56550323459111,military unit 55603,Airbase / Airfield,airbase,"[""aviation""]"
198,213rd Command Center,"29.98933324349538,59.68698927255722,0",29.98933324349538,59.68698927255722,military unit 03213,Headquarters / Command,hq_command,"[""hq""]"
199,565th Support Center,"39.15448041154859,51.63492253636584,0",39.15448041154859,51.63492253636584,,Unknown,unknown,[]
200,2488th Separate Engineer-Sapper Battalion,"31.04069783320002,60.16433471069781,0",31.04069783320002,60.16433471069781,,Garrison / Unit Base,garrison,[]
201,6th Air and Air Defense Forces Army HQ,"30.31795929892936,59.94013222710957,0",30.31795929892936,59.94013222710957,military unit 09436,Garrison / Unit Base,garrison,"[""air_defense"", ""hq""]"
202,29th Separate Railway Brigade,"31.90650039376601,54.80856263327184,0",31.90650039376601,54.80856263327184,military unit 33149,Garrison / Unit Base,garrison,[]
203,/B 34th Separate Railway Brigade,"39.57156918645597,54.66162411347382,0",39.57156918645597,54.66162411347382,military unit 68981,Garrison / Unit Base,garrison,[]
204,/B 34th Separate Railway Brigade,"39.07220831820424,54.97976737054535,0",39.07220831820424,54.97976737054535,military unit 68981,Garrison / Unit Base,garrison,[]
205,38th Separate Railway Brigade,"39.91486256372516,57.65762083827931,0",39.91486256372516,57.65762083827931,military unit 83497,Garrison / Unit Base,garrison,[]
206,Mechanized Railway Battalion,"39.50459718510238,54.72133733457579,0",39.50459718510238,54.72133733457579,military unit 32001,Garrison / Unit Base,garrison,[]
207,Railway Road Construction and Automotive Equipment Battalion,"39.50083273037168,54.7214021662441,0",39.50083273037168,54.7214021662441,military unit 68981,Garrison / Unit Base,garrison,[]
208,857th Railway Training Center,"37.95560561629506,55.9017985129707,0",37.95560561629506,55.9017985129707,military unit 11300,Training Range,training,"[""training""]"
209,Railway Troops facility,"29.85991629194748,58.79135337398888,0",29.85991629194748,58.79135337398888,military unit 11311,Garrison / Unit Base,garrison,[]
210,OGRF HQ,"29.60791706441141,46.84452792376947,0",29.60791706441141,46.84452792376947,military unit 13962,Garrison / Unit Base,garrison,"[""hq""]"
211,82nd Separate Guards Motor Rifle Battalion,"29.58666701923431,46.84025085978647,0",29.58666701923431,46.84025085978647,military unit 74273,Garrison / Unit Base,garrison,[]
212,113th Separate Guards Motor Rifle Battalion,"29.58141476607665,46.83995667416058,0",29.58141476607665,46.83995667416058,military unit 22137,Garrison / Unit Base,garrison,[]
213,540th Separate Command and Control Battalion,"29.58415834692174,46.83908002771677,0",29.58415834692174,46.83908002771677,military unit 09353,Garrison / Unit Base,garrison,"[""hq""]"
214,4th Branch of the 3783rd Complex Logistics Base,"41.96051065842018,57.45052969486642,0",41.96051065842018,57.45052969486642,military unit 96131-4,Garrison / Unit Base,garrison,[]
215,18th Branch of the 3783rd Complex Logistics Base,"31.81302634795572,54.79830195297145,0",31.81302634795572,54.79830195297145,military unit 96131-18,Garrison / Unit Base,garrison,[]
216,8th Arsenal GRAU,"38.87962078914058,58.02004987384252,0",38.87962078914058,58.02004987384252,military unit 55443-SG,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
217,40th Arsenal GRAU,"39.12063112283444,55.87110021730032,0",39.12063112283444,55.87110021730032,military unit 55443-48,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
218,51st Arsenal GRAU,"38.74999681704156,56.10005431578666,0",38.74999681704156,56.10005431578666,military unit 55443-44,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
219,60th Arsenal GRAU,"36.32388205172179,54.50827399156228,0",36.32388205172179,54.50827399156228,military unit 55443-KD,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
220,67th Arsenal GRAU,"34.95363740910734,53.1411786855025,0",34.95363740910734,53.1411786855025,military unit 55443-BK,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
221,73rd Arsenal GRAU,"41.46250912797624,56.15227950188203,0",41.46250912797624,56.15227950188203,military unit 55443-VK,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
222,107th Arsenal GRAU,"31.70982175019839,56.50416207134448,0",31.70982175019839,56.50416207134448,military unit 55443-42,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
223,n/a Arsenal GRAU,"39.83188405894771,53.73230109009381,0",39.83188405894771,53.73230109009381,military unit 55443-RK,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
224,n/a Arsenal GRAU,"38.39036299140038,57.97000493979138,0",38.39036299140038,57.97000493979138,military unit 55443-SV,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
225,n/a Arsenal GRAU,"40.30132811174227,57.45349407801341,0",40.30132811174227,57.45349407801341,military unit 55443-SB,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
226,Ammunition and Equipment Depot,"33.98495096348813,57.68945405932605,0",33.98495096348813,57.68945405932605,military unit 55443-109,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
227,96th Engineer Troops Storage Base,"37.98400309134406,55.67179527545804,0",37.98400309134406,55.67179527545804,military unit 55443-66,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
228,15th Navy Arsenal,"29.52831049770123,59.94763369163373,0",29.52831049770123,59.94763369163373,military unit 55443-25,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
229,1962th Engineer Troops Storage Base,"36.43676150470746,53.2255433501492,0",36.43676150470746,53.2255433501492,military unit 55443-40,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
230,Integrated Fuel Storage Base,"31.19172622397602,58.48978125328927,0",31.19172622397602,58.48978125328927,military unit 55443-NP,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
231,Warehouses,"36.192135119525,51.76504015277498,0",36.192135119525,51.76504015277498,military unit 55443-KA,Garrison / Unit Base,garrison,[]
232,/C 1060th Logistics Center,"34.44522381402749,53.21420760325804,0",34.44522381402749,53.21420760325804,military unit 55443-90,Garrison / Unit Base,garrison,[]
233,Equipment Warehouse,"37.4850241169326,55.24822586022534,0",37.4850241169326,55.24822586022534,military unit 55443-MCh,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
234,Air Force Equipment and Vehicles Storage Base,"37.5931506869209,54.28929802289964,0",37.5931506869209,54.28929802289964,military unit 55443-16,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
